Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,AQI,heat_stroke,hypothermia,migraine,allergies,dehydration,skin_disease,sunburn_risk,respiratory_infection,joint_pain,stroke_risk,vertigo_risk,asthma,low_bp,cardiac_arrest,back_pain,paralysis_risk,pressure_problem,cluster,safe_or_unsafe,safe_or_unsafe_binary
1581,24th week,Assam,Lakhimpur,Acute Diarrhoeal Disease,49,,3,6,2018,27.0827158,93.9978423,0.5600655489,24.0,300.8533334,231,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1582,24th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,16,,29,5,2018,22.0090841,82.578896,0.06698960854,10.0,310.32,104,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1583,24th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,22,,3,6,2018,22.0090841,82.578896,0.07098774885,10.0,310.772,164,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1584,24th week,Karnataka,Ramanagara,Chikungunya,52,,5,6,2018,12.7252766,77.2804797,0.5952799922,9.0,300.47,217,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1585,24th week,Kerala,Pathanamthitta,Dengue,38,,7,5,2018,9.2780841,76.9737443,0.9166189303,26.0,300.22,192,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1586,24th week,Maharashtra,Nanded,Acute Diarrhoeal Disease,38,,4,6,2018,19.09400875,77.48319215,0.09510552106,4.0,314.08,198,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1587,24th week,Maharashtra,Sangli,Dengue,14,,19,5,2018,17.1726928,74.58676543,0.06999731627,7.0,312.956,224,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1588,24th week,Tamil Nadu,Tiruchirapalli,Acute Diarrhoeal Disease,17,,2,6,2018,10.8219673,78.6830614,0.02972300449,,310.38,250,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1589,24th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,36,,6,6,2018,11.9415377,79.4861469,0.2189262954,8.0,312.48,102,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1590,25th week,Assam,Dibrugarh,Dengue,7,,18,6,2018,27.4844597,94.9019447,1.015468781,,292.42,186,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1591,25th week,Assam,Udalguri,Malaria,14,,21,6,2018,26.77253155,92.10641749,0.5968360201,7.0,,251,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1592,25th week,Gujarat,Surat,Acute Diarrhoeal Disease,12,,20,6,2018,21.19177615,72.95441578,0.1476572732,7.0,303.985,229,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1593,25th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,99,,19,6,2018,30.1389108,77.301064,0.1112401818,5.0,303.94,106,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1594,25th week,Himachal Pradesh,Bilaspur,Dengue,23,,20,6,2018,31.3380959,76.7611631,0.3000817268,23.0,294.5333334,166,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1595,25th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,13,,17,6,2018,22.7859232,86.1716093,0.2447092993,,306.6,203,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1596,25th week,Jammu and Kashmir,Kulgam,Acute Diarrhoeal Disease,20,,19,6,2018,33.66980055,75.01480232,0.7341841191,16.0,295.62333340000004,218,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1597,25th week,Karnataka,Bijapur,Chikungunya,15,,20,6,2018,16.8269911,75.7175387,0.2205118565,2.0,308.94,84,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1598,25th week,Karnataka,Dharwad,Chikungunya,43,,19,6,2018,15.4540505,75.0066516,0.2270826659,2.0,307.208,112,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1599,25th week,Karnataka,Shivamogga,Chikungunya,11,,22,6,2018,13.9326093,75.574978,0.4231431664,10.0,302.26,293,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1600,25th week,Karnataka,Udupi,Malaria,57,,14,6,2018,13.3419169,74.7473232,3.235902898,7.0,,74,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1601,25th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,62,,17,6,2018,19.91883295,75.87085986,0.01809043212,,309.285,139,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1602,25th week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,45,,21,6,2018,16.7028412,74.2405329,0.3794355528,5.0,307.3,124,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1603,25th week,Odisha,Koraput,Acute Diarrhoeal Disease,40,,19,6,2018,18.7232023,82.60811828,0.07753796441,12.0,303.676,87,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1604,25th week,Punjab,Ludhiana,Acute Diarrhoeal Disease,75,1.0,18,6,2018,30.9090157,75.851601,0.1338855775,,310.9466666,179,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1605,25th week,Tamil Nadu,Theni,Chikungunya,28,,21,6,2018,9.9696643,77.47420049,0.06686248441,6.0,311.88,184,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1606,25th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,24,,12,6,2018,21.6783969,81.43047623,1.051271553,4.0,314.55,259,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1607,25th week,Jammu and Kashmir,Udhampur,Acute Diarrhoeal Disease,12,,10,6,2018,33.0,75.166667,0.3359000444,,298.99333340000004,268,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1608,25th week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,27,1.0,5,6,2018,24.5,80.25,0.02915247292,4.0,315.9566666,211,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1609,25th week,Maharashtra,Kolhapur,Dengue,5,1.0,10,6,2018,16.7028412,74.2405329,1.523413764,,309.11,140,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1610,25th week,Maharashtra,Sholapur,Dengue,7,1.0,19,5,2018,17.6912883,75.8841635,0.04581453271,4.0,314.572,66,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1611,26th week,Maharashtra,Akola,Acute Diarrhoeal Disease,13,,27,6,2018,20.76181225,77.19211567,0.6477087213,2.0,317.08,177,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1612,26th week,Maharashtra,Amravati,Cholera,27,,21,6,2018,20.9521098,77.7333168,0.1777936391,3.0,316.69333340000003,220,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1613,26th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,32,,27,6,2018,20.9521098,77.7333168,0.5647430061,4.0,308.38,236,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1614,26th week,Maharashtra,Palghar,Dengue,10,,25,6,2018,19.684661,72.82491116,1.962859083,,306.46,157,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1615,26th week,Maharashtra,Thane,Suspected Dengue,16,,29,6,2018,19.1943294,72.9701779,1.468253736,12.0,299.90000000000003,228,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1616,26th week,Madhya Pradesh,Bhopal,Cholera,19,1.0,23,6,2018,23.2584857,77.401989,0.1114470877,9.0,310.79200000000003,231,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1617,26th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,34,,23,6,2018,21.825599,75.614182,0.2846452944,5.0,310.19,201,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1618,26th week,Madhya Pradesh,Mandla,Acute Diarrhoeal Disease,9,,29,6,2018,22.68536625,80.58150562,1.015138133,8.0,309.17,74,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1619,26th week,Jharkhand,Dhanbad,Acute Diarrhoeal Disease,45,,20,6,2018,23.7952809,86.4309638,0.03974542646,11.0,307.425,248,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1620,26th week,Karnataka,Chikkamagaluru,Dengue,21,,18,6,2018,13.5,75.5,0.2240430322,,298.1666666,229,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1621,26th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,36,,19,6,2018,22.0333621,74.8978374,0.03846788495,3.0,309.488,247,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1622,27th week,Chhattisgarh,Raigarh,Acute Gastroenteritis,49,,29,6,2018,22.5,83.5,0.6621628154,4.0,,294,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1623,27th week,Gujarat,Vadodara,Cholera,107,1.0,4,7,2018,22.2973142,73.1942567,0.4468057556,,,137,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1624,27th week,Gujarat,Navsari,Acute Diarrhoeal Disease,23,,3,7,2018,20.952407,72.9323831,0.3879520571,,300.135,210,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1625,27th week,Karnataka,Haveri,Chikungunya,50,,3,7,2018,14.7874825,75.3996731,0.8247975791,,,226,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1626,27th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,75,,8,7,2018,20.0112475,73.7902364,1.073003287,2.0,304.89,78,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1627,27th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,18,,5,7,2018,30.7041168,76.7176885,0.4432133977,9.0,302.77,112,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1628,27th week,Rajasthan,Dholpur,Acute Diarrhoeal Disease,28,,6,7,2018,26.7010642,77.896749,0.0557844815,4.0,312.46,284,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1629,27th week,Tamil Nadu,Madurai,Chikungunya,20,,5,7,2018,9.9261153,78.1140983,0.320263401,6.0,311.128,199,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1630,27th week,Tamil Nadu,Ramanathapuram,Chikungunya,15,,2,7,2018,9.3895523,78.85907072,,5.0,315.1,203,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1631,27th week,Tamil Nadu,Virudhunagar,Chikungunya,19,,5,7,2018,9.5208936,77.8784564,0.1895831553,6.0,311.1666666,205,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1632,27th week,Telangana,Adilabad,Acute Diarrhoeal Disease,17,2.0,4,7,2018,19.5,78.5,0.3123038618,,307.51,163,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1633,27th week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,103,,18,6,2018,21.7718836,72.1416449,0.02094828216,,310.65000000000003,262,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1634,27th week,Maharashtra,Kolhapur,Dengue,69,,13,6,2018,16.7028412,74.2405329,1.33649679,6.0,299.66,98,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1635,27th week,Maharashtra,Nashik,Chikungunya,137,,5,5,2018,20.0112475,73.7902364,0.0002101251941,5.0,319.048,248,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1636,27th week,Maharashtra,Pune,Chikungunya,18,,14,4,2018,18.521428,73.8544541,0.01842531364,,317.74333340000004,130,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1637,27th week,Maharashtra,Sangli,Dengue,10,1.0,25,6,2018,17.1726928,74.58676543,0.5813302829,,310.46,133,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1638,27th week,Maharashtra,Satara,Dengue,26,,8,6,2018,17.63612885,74.29827808,0.6279875973,5.0,307.2266666,154,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1639,27th week,Maharashtra,Yavatmal,Cholera,3,,26,6,2018,20.32570375,78.11691397,0.6042561904,,312.17,226,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1640,27th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,57,,25,6,2018,21.825599,75.614182,0.382170324,,309.09000000000003,197,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1641,28th week,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Cholera,3,,13,7,2018,20.2712521,73.0014588,1.493951557,1.0,,167,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1642,28th week,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Acute Diarrhoeal Disease,23,,13,7,2018,20.2712521,73.0014588,1.493951557,1.0,,135,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1643,28th week,Gujarat,Anand,Cholera,31,,8,7,2018,22.5584995,72.9625629,0.6690163003,4.0,,269,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1644,28th week,Gujarat,Narmada,Acute Diarrhoeal Disease,31,,14,7,2018,21.8678464,73.5025585,1.033709667,1.0,,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1645,28th week,Gujarat,Vadodara,Cholera,15,,14,7,2018,22.2973142,73.1942567,0.7070851857,2.0,,238,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1646,28th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,56,,9,7,2018,32.166667,76.25,0.7885911709,21.0,301.18,153,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1647,28th week,Karnataka,Haveri,Chikungunya,15,,9,7,2018,14.7874825,75.3996731,0.7626852849,3.0,,98,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1648,28th week,Maharashtra,Bhandara,Acute Encephalitis Syndrome,1,1.0,29,6,2018,21.12304765,79.79390882,0.6013816691,5.0,312.0,120,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1649,28th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,61,,10,7,2018,20.0112475,73.7902364,1.0244537,2.0,301.68,50,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1650,28th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,50,,12,7,2018,18.4928092,73.13807095,1.839173068,,296.3,273,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1651,28th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,9,1.0,14,7,2018,19.75,83.0,0.9829494613,2.0,,190,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1652,28th week,Punjab,Ferozepur,Acute Diarrhoeal Disease,59,,14,7,2018,30.6839733,76.3594033,0.1580013215,5.0,304.3533334,271,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1653,28th week,Punjab,Kapurthala,Acute Diarrhoeal Disease,54,,9,7,2018,31.38524095,75.30552274,0.2033935281,4.0,306.1866666,264,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1654,28th week,Punjab,Moga,Acute Diarrhoeal Disease,7,,14,7,2018,30.7839866,75.16057423,0.3783828603,7.0,304.27500000000003,228,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1655,28th week,Rajasthan,Pali,Acute Diarrhoeal Disease,130,,12,7,2018,25.6040908,73.41560879,0.08072211146,,310.1266666,172,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,unsafe,0
1656,28th week,Tamil Nadu,Villupuram - Kallakurichi,Acute Diarrhoeal Disease,22,,9,7,2018,11.629177,78.8599569,0.03334587989,7.0,309.475,233,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1657,28th week,Telangana,Suryapet,Dengue,14,,8,7,2018,17.08001385,79.79253297,0.4034975547,4.0,,260,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1658,28th week,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,5,2.0,10,6,2018,26.1486581,85.34001282,0.168722299,,312.51,111,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1659,28th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,92,,4,7,2018,31.6723392,76.95331691,1.647024207,,293.772,81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1660,28th week,Himachal Pradesh,Bilaspur,Dengue,341,,20,6,2018,31.3380959,76.7611631,0.3000817268,23.0,294.5333334,207,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1661,29th week,Gujarat,Dahod,Cholera,1,,14,7,2018,22.8358542,74.2556782,0.8809292263,1.0,,78,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1662,29th week,Gujarat,Morbi,Acute Diarrhoeal Disease,46,,15,7,2018,22.8176662,70.8345928,0.1675780561,1.0,314.12,98,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1663,29th week,Gujarat,Kheda,Acute Diarrhoeal Disease,18,,20,7,2018,22.75,72.833333,1.467803365,,290.44,222,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1664,29th week,Himachal Pradesh,Solan,Dengue,47,,17,7,2018,30.92589585,77.08200509,0.7953601911,16.0,292.1533334,270,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1665,29th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,12,,19,7,2018,22.7859232,86.1716093,0.431932435,,,79,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1666,29th week,Maharashtra,Gadchiroli,Malaria,15,1.0,14,7,2018,19.75907035,80.16228073,2.67674705,3.0,,193,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1667,29th week,Maharashtra,Nashik,Chikungunya,28,,12,7,2018,20.0112475,73.7902364,1.258657813,,,217,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1668,29th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,15,,11,7,2018,20.32570375,78.11691397,3.103452802,,,68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1669,29th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,33,,17,7,2018,21.825599,75.614182,1.313777157,1.0,,67,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1670,29th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,38,,16,7,2018,21.825599,75.614182,1.538263003,1.0,,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1671,29th week,Madhya Pradesh,Mandla,Acute Diarrhoeal Disease,4,1.0,17,7,2018,22.68536625,80.58150562,1.201668438,12.0,302.40000000000003,127,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1672,29th week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,24,,13,7,2018,23.1156882,77.06623939,1.505133439,3.0,304.08,164,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1673,29th week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,78,,18,7,2018,24.85577805,79.04706347,1.19111276,5.0,306.34000000000003,224,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1674,29th week,Punjab,Ludhiana,Cholera,66,1.0,20,7,2018,30.9090157,75.851601,1.017620334,,303.14,291,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1675,29th week,Punjab,Hoshiarpur,Cholera,355,4.0,21,7,2018,31.60857425,75.84644247,1.003500193,12.0,302.785,243,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1676,29th week,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,56,,19,7,2018,10.3303299,78.06739791,0.2364849897,,309.66,295,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1677,29th week,Tamil Nadu,Madurai,Chikungunya,64,,13,7,2018,9.9261153,78.1140983,0.01738082414,7.0,310.38,269,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1678,29th week,Tamil Nadu,Salem,Chikungunya,45,,16,7,2018,11.0600516,77.0679581,0.372596741,4.0,302.48,162,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1679,29th week,Tamil Nadu,Sivaganga,Chikungunya,20,,17,7,2018,9.851231,78.53047155,0.1954551777,7.0,310.38,163,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1680,29th week,Assam,Cachar,Malaria,1,1.0,8,7,2018,24.75863995,92.88166476,1.071518744,7.0,,271,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1681,29th week,Assam,Nalbari,Acute Encephalitis Syndrome,1,1.0,21,6,2018,26.42386165,91.45122755,0.8803549054,7.0,286.67,215,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1682,29th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,26,1.0,4,7,2018,22.2973142,73.1942567,0.4468057556,,,228,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1683,29th week,Goa,North Goa,Dengue,49,,30,5,2018,15.60444125,74.00172406,0.2490229366,16.0,306.03000000000003,112,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1684,29th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,37,,9,7,2018,32.166667,76.25,0.7885911709,21.0,301.18,181,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1685,29th week,Himachal Pradesh,Solan,Acute Encephalitis Syndrome,4,,21,5,2018,30.92589585,77.08200509,0.03705054763,18.0,303.2933334,178,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1686,29th week,Himachal Pradesh,Solan,Acute Diarrhoeal Disease,20,,5,7,2018,30.92589585,77.08200509,1.131489085,28.0,297.915,57,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1687,29th week,Maharashtra,Chandrapur,Dengue,35,,10,7,2018,20.0967555,79.50454752,3.618563972,5.0,,206,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1688,29th week,Maharashtra,Chandrapur,Dengue,77,,15,5,2018,20.0967555,79.50454752,0.01662380146,6.0,318.176,104,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1689,29th week,Maharashtra,Sangli,Dengue,13,,1,7,2018,17.1726928,74.58676543,0.1875941459,8.0,304.40000000000003,152,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1690,29th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,138,,9,7,2018,22.0333621,74.8978374,0.5893501689,3.0,306.6,180,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1691,29th week,Nagaland,Dimapur,Dengue,8,,10,7,2018,25.911744,93.721703,0.9255626119,27.0,300.3866666,81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1692,30th week,Gujarat,Porbandar,Acute Diarrhoeal Disease,26,,23,7,2018,21.6409,69.611,1.264608286,1.0,,59,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1693,30th week,Haryana,Ambala,Acute Diarrhoeal Disease,21,,26,7,2018,30.3843674,76.770421,1.117438312,10.0,302.28000000000003,251,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1694,30th week,Madhya Pradesh,Burhanpur,Acute Diarrhoeal Disease,10,,25,7,2018,21.3118839,76.2291992,0.6198183565,1.0,,260,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1695,30th week,Maharashtra,Chandrapur,Acute Diarrhoeal Disease,22,,18,7,2018,20.0967555,79.50454752,1.987237302,2.0,,159,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1696,30th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,9,1.0,23,7,2018,20.9521098,77.7333168,0.3731336129,1.0,,211,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1697,30th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,10,,29,7,2018,31.29201065,75.56805772,0.9107250577,11.0,300.48,173,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1698,30th week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,10,,27,7,2018,10.7860267,79.1381497,0.03713612888,,313.2,274,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1699,30th week,Tamil Nadu,Pudukkottai,Dengue,73,,27,7,2018,10.5,78.833333,0.04202111823,,309.38,136,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1700,30th week,Tamil Nadu,Tiruvarur,Acute Diarrhoeal Disease,270,,28,7,2018,10.7760127,79.6199369,0.09072206866,,309.34000000000003,104,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1701,30th week,Telangana,Karimnagar,Chikungunya,31,,27,7,2018,18.4348122,79.1328042,0.3415092275,,,269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1702,30th week,Telangana,Khammam,Chikungunya,40,,26,7,2018,17.5,80.333333,0.4959143679,8.0,,81,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1703,30th week,Assam,Chirang,Acute Encephalitis Syndrome,1,1.0,14,6,2018,26.6464231,90.62415699,0.6504360001,37.0,300.3466666,227,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1704,30th week,Goa,South Goa,Dengue,24,1.0,9,7,2018,15.21961365,74.1152813,2.323115148,0.0,,184,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
